database,query_id,round_num,start_time,end_time,elapsed_ms,row_count,result_hash,success,error_message
Greenplum,q16,2,2026-08-04T04:05:45.536+00:00,2026-08-04T04:05:45.624+00:00,63.72,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
Greenplum,q15,2,2026-08-04T04:05:45.625+00:00,2026-08-04T04:05:45.662+00:00,35.74,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
Greenplum,q7,2,2026-08-04T04:05:45.662+00:00,2026-08-04T04:05:45.922+00:00,258.53,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
Greenplum,q3,2,2026-08-04T04:05:45.922+00:00,2026-08-04T04:05:46.094+00:00,170.43,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
Greenplum,q12,2,2026-08-04T04:05:46.095+00:00,2026-08-04T04:05:46.162+00:00,65.41,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
Greenplum,q22,2,2026-08-04T04:05:46.162+00:00,2026-08-04T04:05:46.212+00:00,47.99,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
Greenplum,q10,2,2026-08-04T04:05:46.212+00:00,2026-08-04T04:05:46.359+00:00,144.99,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
Greenplum,q2,2,2026-08-04T04:05:46.359+00:00,2026-08-04T04:05:46.801+00:00,440.01,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
Greenplum,q19,2,2026-08-04T04:05:46.801+00:00,2026-08-04T04:05:46.875+00:00,70.29,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
Greenplum,q1,2,2026-08-04T04:05:46.875+00:00,2026-08-04T04:05:47.318+00:00,441.23,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
Greenplum,q5,2,2026-08-04T04:05:47.318+00:00,2026-08-04T04:05:47.589+00:00,268.42,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
Greenplum,q8,2,2026-08-04T04:05:47.589+00:00,2026-08-04T04:05:47.930+00:00,336.38,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
Greenplum,q13,2,2026-08-04T04:05:47.930+00:00,2026-08-04T04:05:48.006+00:00,69.8,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
Greenplum,q6,2,2026-08-04T04:05:48.006+00:00,2026-08-04T04:05:48.043+00:00,35.67,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
Greenplum,q4,2,2026-08-04T04:05:48.043+00:00,2026-08-04T04:05:48.144+00:00,98.66,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
Greenplum,q18,2,2026-08-04T04:05:48.144+00:00,2026-08-04T04:05:48.468+00:00,322.86,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
Greenplum,q17,2,2026-08-04T04:05:48.468+00:00,2026-08-04T04:05:48.643+00:00,172.61,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
Greenplum,q14,2,2026-08-04T04:05:48.643+00:00,2026-08-04T04:05:48.669+00:00,24.75,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
Greenplum,q18,3,2026-08-04T04:05:48.670+00:00,2026-08-04T04:05:48.967+00:00,296.12,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
Greenplum,q19,3,2026-08-04T04:05:48.968+00:00,2026-08-04T04:05:49.037+00:00,67.41,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
Greenplum,q4,3,2026-08-04T04:05:49.037+00:00,2026-08-04T04:05:49.126+00:00,87.21,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
Greenplum,q13,3,2026-08-04T04:05:49.126+00:00,2026-08-04T04:05:49.193+00:00,64.15,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
Greenplum,q12,3,2026-08-04T04:05:49.193+00:00,2026-08-04T04:05:49.255+00:00,60.62,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
Greenplum,q6,3,2026-08-04T04:05:49.255+00:00,2026-08-04T04:05:49.290+00:00,33.11,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
Greenplum,q7,3,2026-08-04T04:05:49.290+00:00,2026-08-04T04:05:49.542+00:00,251.15,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
Greenplum,q17,3,2026-08-04T04:05:49.543+00:00,2026-08-04T04:05:49.721+00:00,172.72,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
Greenplum,q20,3,2026-08-04T04:05:49.721+00:00,2026-08-04T04:05:49.898+00:00,175.51,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
Greenplum,q5,3,2026-08-04T04:05:49.898+00:00,2026-08-04T04:05:50.147+00:00,247.37,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
Greenplum,q21,3,2026-08-04T04:05:50.147+00:00,2026-08-04T04:05:50.918+00:00,767.28,47,86efdec346cfebe32bacff5819615897f64fddcba4af9d82f5de544798cd2962,True,
Greenplum,q15,3,2026-08-04T04:05:50.918+00:00,2026-08-04T04:05:50.958+00:00,38.22,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
Greenplum,q8,3,2026-08-04T04:05:50.958+00:00,2026-08-04T04:05:51.276+00:00,316.82,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
Greenplum,q2,3,2026-08-04T04:05:51.277+00:00,2026-08-04T04:05:51.733+00:00,446.72,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
Greenplum,q1,3,2026-08-04T04:05:51.742+00:00,2026-08-04T04:05:52.155+00:00,409.69,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
Greenplum,q11,3,2026-08-04T04:05:52.155+00:00,2026-08-04T04:05:52.328+00:00,149.45,2541,3db7d53827190857328a4fdc4d52c9fa4bf0a5716ac267623c1e7ef6459a4373,True,
Greenplum,q10,3,2026-08-04T04:05:52.328+00:00,2026-08-04T04:05:52.475+00:00,145.08,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
Greenplum,q3,3,2026-08-04T04:05:52.475+00:00,2026-08-04T04:05:52.643+00:00,166.12,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
Greenplum,q22,3,2026-08-04T04:05:52.643+00:00,2026-08-04T04:05:52.697+00:00,51.54,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
Greenplum,q16,3,2026-08-04T04:05:52.697+00:00,2026-08-04T04:05:52.775+00:00,56.73,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
Greenplum,q14,3,2026-08-04T04:05:52.775+00:00,2026-08-04T04:05:52.805+00:00,28.48,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
Greenplum,q9,3,2026-08-04T04:05:52.805+00:00,2026-08-04T04:05:53.073+00:00,262.28,175,ebb16612aaba53a9a6d425d973c561e5dd7a1b70c4f32ba19680835f9bb7f5f2,True,
Greenplum,q14,4,2026-08-04T04:05:53.074+00:00,2026-08-04T04:05:53.104+00:00,28.93,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
Greenplum,q16,4,2026-08-04T04:05:53.105+00:00,2026-08-04T04:05:53.186+00:00,59.86,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
Greenplum,q4,4,2026-08-04T04:05:53.186+00:00,2026-08-04T04:05:53.281+00:00,93.36,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
Greenplum,q22,4,2026-08-04T04:05:53.281+00:00,2026-08-04T04:05:53.329+00:00,47.04,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
Greenplum,q15,4,2026-08-04T04:05:53.330+00:00,2026-08-04T04:05:53.371+00:00,39.89,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
Greenplum,q18,4,2026-08-04T04:05:53.371+00:00,2026-08-04T04:05:53.666+00:00,292.54,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
Greenplum,q7,4,2026-08-04T04:05:53.667+00:00,2026-08-04T04:05:53.910+00:00,242.27,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
Greenplum,q11,4,2026-08-04T04:05:53.910+00:00,2026-08-04T04:05:54.083+00:00,149.96,2541,3db7d53827190857328a4fdc4d52c9fa4bf0a5716ac267623c1e7ef6459a4373,True,
Greenplum,q6,4,2026-08-04T04:05:54.083+00:00,2026-08-04T04:05:54.119+00:00,34.05,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
Greenplum,q20,4,2026-08-04T04:05:54.119+00:00,2026-08-04T04:05:54.297+00:00,175.57,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
Greenplum,q12,4,2026-08-04T04:05:54.297+00:00,2026-08-04T04:05:54.363+00:00,63.62,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
Greenplum,q1,4,2026-08-04T04:05:54.363+00:00,2026-08-04T04:05:55.239+00:00,873.9,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
Greenplum,q21,4,2026-08-04T04:05:55.239+00:00,2026-08-04T04:05:56.055+00:00,801.92,47,86efdec346cfebe32bacff5819615897f64fddcba4af9d82f5de544798cd2962,True,
Greenplum,q9,4,2026-08-04T04:05:56.056+00:00,2026-08-04T04:05:56.536+00:00,477.42,175,ebb16612aaba53a9a6d425d973c561e5dd7a1b70c4f32ba19680835f9bb7f5f2,True,
Greenplum,q10,4,2026-08-04T04:05:56.536+00:00,2026-08-04T04:05:56.701+00:00,161.39,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
Greenplum,q5,4,2026-08-04T04:05:56.701+00:00,2026-08-04T04:05:57.004+00:00,300.62,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
Greenplum,q17,4,2026-08-04T04:05:57.004+00:00,2026-08-04T04:05:57.197+00:00,188.54,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
Greenplum,q8,4,2026-08-04T04:05:57.197+00:00,2026-08-04T04:05:57.700+00:00,500.81,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
Greenplum,q19,4,2026-08-04T04:05:57.700+00:00,2026-08-04T04:05:57.783+00:00,77.61,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
Greenplum,q2,4,2026-08-04T04:05:57.783+00:00,2026-08-04T04:05:58.299+00:00,513.94,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
Greenplum,q13,4,2026-08-04T04:05:58.300+00:00,2026-08-04T04:05:58.639+00:00,335.76,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
Greenplum,q3,4,2026-08-04T04:05:58.640+00:00,2026-08-04T04:05:58.972+00:00,330.18,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
Greenplum,q5,5,2026-08-04T04:05:58.973+00:00,2026-08-04T04:05:59.273+00:00,298.15,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
Greenplum,q6,5,2026-08-04T04:05:59.273+00:00,2026-08-04T04:05:59.322+00:00,39.6,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
Greenplum,q8,5,2026-08-04T04:05:59.322+00:00,2026-08-04T04:05:59.663+00:00,339.56,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
Greenplum,q22,5,2026-08-04T04:05:59.663+00:00,2026-08-04T04:05:59.725+00:00,54.48,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
Greenplum,q4,5,2026-08-04T04:05:59.725+00:00,2026-08-04T04:05:59.815+00:00,88.41,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
Greenplum,q21,5,2026-08-04T04:05:59.815+00:00,2026-08-04T04:06:00.592+00:00,774.71,47,86efdec346cfebe32bacff5819615897f64fddcba4af9d82f5de544798cd2962,True,
Greenplum,q19,5,2026-08-04T04:06:00.592+00:00,2026-08-04T04:06:00.664+00:00,70.35,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
Greenplum,q2,5,2026-08-04T04:06:00.664+00:00,2026-08-04T04:06:01.120+00:00,453.81,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
Greenplum,q17,5,2026-08-04T04:06:01.121+00:00,2026-08-04T04:06:01.292+00:00,166.35,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
Greenplum,q13,5,2026-08-04T04:06:01.293+00:00,2026-08-04T04:06:01.364+00:00,69.94,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
Greenplum,q1,5,2026-08-04T04:06:01.364+00:00,2026-08-04T04:06:01.796+00:00,430.58,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
Greenplum,q10,5,2026-08-04T04:06:01.797+00:00,2026-08-04T04:06:01.946+00:00,146.71,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
Greenplum,q20,5,2026-08-04T04:06:01.946+00:00,2026-08-04T04:06:02.377+00:00,429.08,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
Greenplum,q7,5,2026-08-04T04:06:02.377+00:00,2026-08-04T04:06:02.648+00:00,268.33,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
Greenplum,q16,5,2026-08-04T04:06:02.648+00:00,2026-08-04T04:06:02.755+00:00,74.77,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
Greenplum,q9,5,2026-08-04T04:06:02.755+00:00,2026-08-04T04:06:03.060+00:00,298.59,175,ebb16612aaba53a9a6d425d973c561e5dd7a1b70c4f32ba19680835f9bb7f5f2,True,
Greenplum,q11,5,2026-08-04T04:06:03.061+00:00,2026-08-04T04:06:03.243+00:00,157.32,2541,3db7d53827190857328a4fdc4d52c9fa4bf0a5716ac267623c1e7ef6459a4373,True,
Greenplum,q15,5,2026-08-04T04:06:03.244+00:00,2026-08-04T04:06:03.285+00:00,39.71,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
Greenplum,q18,5,2026-08-04T04:06:03.285+00:00,2026-08-04T04:06:03.905+00:00,617.57,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
Greenplum,q14,5,2026-08-04T04:06:03.906+00:00,2026-08-04T04:06:03.942+00:00,33.68,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
Greenplum,q3,5,2026-08-04T04:06:03.943+00:00,2026-08-04T04:06:04.173+00:00,228.34,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
Greenplum,q12,5,2026-08-04T04:06:04.173+00:00,2026-08-04T04:06:04.265+00:00,90.8,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
PostgreSQL,q3,1,2026-08-04T04:06:07.545+00:00,2026-08-04T04:06:07.630+00:00,84.71,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
PostgreSQL,q11,1,2026-08-04T04:06:07.631+00:00,2026-08-04T04:06:07.665+00:00,22.86,2541,3db7d53827190857328a4fdc4d52c9fa4bf0a5716ac267623c1e7ef6459a4373,True,
PostgreSQL,q14,1,2026-08-04T04:06:07.665+00:00,2026-08-04T04:06:07.693+00:00,27.1,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
PostgreSQL,q20,1,2026-08-04T04:06:07.693+00:00,2026-08-04T04:06:07.714+00:00,20.69,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
PostgreSQL,q18,1,2026-08-04T04:06:07.714+00:00,2026-08-04T04:06:07.927+00:00,212.18,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
PostgreSQL,q22,1,2026-08-04T04:06:07.927+00:00,2026-08-04T04:06:07.943+00:00,15.09,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
PostgreSQL,q17,1,2026-08-04T04:06:07.943+00:00,2026-08-04T04:06:08.015+00:00,71.85,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
PostgreSQL,q13,1,2026-08-04T04:06:08.015+00:00,2026-08-04T04:06:08.095+00:00,78.89,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
PostgreSQL,q6,1,2026-08-04T04:06:08.095+00:00,2026-08-04T04:06:08.138+00:00,42.12,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
PostgreSQL,q7,1,2026-08-04T04:06:08.138+00:00,2026-08-04T04:06:08.192+00:00,53.41,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
PostgreSQL,q9,1,2026-08-04T04:06:08.192+00:00,2026-08-04T04:06:08.330+00:00,134.25,175,ebb16612aaba53a9a6d425d973c561e5dd7a1b70c4f32ba19680835f9bb7f5f2,True,
PostgreSQL,q1,1,2026-08-04T04:06:08.330+00:00,2026-08-04T04:06:08.551+00:00,219.54,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
PostgreSQL,q16,1,2026-08-04T04:06:08.551+00:00,2026-08-04T04:06:08.602+00:00,44.35,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
PostgreSQL,q8,1,2026-08-04T04:06:08.602+00:00,2026-08-04T04:06:08.664+00:00,60.81,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
PostgreSQL,q21,1,2026-08-04T04:06:08.664+00:00,2026-08-04T04:06:08.741+00:00,74.87,47,86efdec346cfebe32bacff5819615897f64fddcba4af9d82f5de544798cd2962,True,
PostgreSQL,q19,1,2026-08-04T04:06:08.741+00:00,2026-08-04T04:06:08.749+00:00,7.81,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
PostgreSQL,q4,1,2026-08-04T04:06:08.749+00:00,2026-08-04T04:06:08.784+00:00,34.23,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
PostgreSQL,q12,1,2026-08-04T04:06:08.784+00:00,2026-08-04T04:06:08.844+00:00,59.18,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
PostgreSQL,q15,1,2026-08-04T04:06:08.844+00:00,2026-08-04T04:06:08.866+00:00,21.14,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
PostgreSQL,q5,1,2026-08-04T04:06:08.866+00:00,2026-08-04T04:06:08.904+00:00,37.22,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
PostgreSQL,q10,1,2026-08-04T04:06:08.904+00:00,2026-08-04T04:06:08.953+00:00,47.06,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
PostgreSQL,q2,1,2026-08-04T04:06:08.953+00:00,2026-08-04T04:06:08.984+00:00,28.98,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
PostgreSQL,q11,2,2026-08-04T04:06:08.984+00:00,2026-08-04T04:06:09.017+00:00,25.67,2541,3db7d53827190857328a4fdc4d52c9fa4bf0a5716ac267623c1e7ef6459a4373,True,
PostgreSQL,q9,2,2026-08-04T04:06:09.017+00:00,2026-08-04T04:06:09.162+00:00,142.46,175,ebb16612aaba53a9a6d425d973c561e5dd7a1b70c4f32ba19680835f9bb7f5f2,True,
PostgreSQL,q20,2,2026-08-04T04:06:09.162+00:00,2026-08-04T04:06:09.175+00:00,11.6,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
PostgreSQL,q21,2,2026-08-04T04:06:09.176+00:00,2026-08-04T04:06:09.259+00:00,82.6,47,86efdec346cfebe32bacff5819615897f64fddcba4af9d82f5de544798cd2962,True,
PostgreSQL,q16,2,2026-08-04T04:06:09.259+00:00,2026-08-04T04:06:09.312+00:00,42.51,2762,9681ce56918cd7141173026d87c26c9fd87afc62c46b45a2dbc5be1ef159a9b1,True,
PostgreSQL,q15,2,2026-08-04T04:06:09.312+00:00,2026-08-04T04:06:09.335+00:00,22.18,1,2696a2b1087e0db9ee3147b7dd4aa013894d005203cbc28cee3b704d7daded4a,True,
PostgreSQL,q7,2,2026-08-04T04:06:09.335+00:00,2026-08-04T04:06:09.391+00:00,55.34,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
PostgreSQL,q3,2,2026-08-04T04:06:09.391+00:00,2026-08-04T04:06:09.452+00:00,59.44,10,488b5292812c953c6be9763511c856b3e10b11829deb30c1bb1f505ba568402b,True,
PostgreSQL,q12,2,2026-08-04T04:06:09.452+00:00,2026-08-04T04:06:09.509+00:00,56.49,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
PostgreSQL,q22,2,2026-08-04T04:06:09.509+00:00,2026-08-04T04:06:09.525+00:00,15.41,7,fdfb6921ca2a1f59f2b8b250a64d637c968d0f223b7ec6c5e4560f860a53180c,True,
PostgreSQL,q10,2,2026-08-04T04:06:09.525+00:00,2026-08-04T04:06:09.581+00:00,53.99,20,77da45dd0218922612cd92c6f16e238b4184b43e42c5a0d1a3c37503d4954092,True,
PostgreSQL,q2,2,2026-08-04T04:06:09.581+00:00,2026-08-04T04:06:09.615+00:00,32.18,44,d7c945bcad8db1ca27d3ba6d14645d189d8cbf2e2ceac247d95e4cdc8f5ed661,True,
PostgreSQL,q19,2,2026-08-04T04:06:09.615+00:00,2026-08-04T04:06:09.623+00:00,8.23,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
PostgreSQL,q1,2,2026-08-04T04:06:09.623+00:00,2026-08-04T04:06:09.850+00:00,225.99,4,4a63e850889beb8075f235a4ed15f79e0d08baf28d73d388c6b16b0106ddefe7,True,
PostgreSQL,q5,2,2026-08-04T04:06:09.851+00:00,2026-08-04T04:06:09.889+00:00,37.3,5,92e68b5940711975eadfef9cebcb6626c1b529a23731481d64f34508cc256489,True,
PostgreSQL,q8,2,2026-08-04T04:06:09.889+00:00,2026-08-04T04:06:09.940+00:00,50.56,2,c60f2018a2cde9154f10ae17f3359590459867a81d2726859d9d85bad7e23aff,True,
PostgreSQL,q13,2,2026-08-04T04:06:09.940+00:00,2026-08-04T04:06:10.020+00:00,78.85,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
PostgreSQL,q6,2,2026-08-04T04:06:10.020+00:00,2026-08-04T04:06:10.061+00:00,40.51,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
PostgreSQL,q4,2,2026-08-04T04:06:10.061+00:00,2026-08-04T04:06:10.097+00:00,34.93,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
PostgreSQL,q18,2,2026-08-04T04:06:10.097+00:00,2026-08-04T04:06:10.299+00:00,201.43,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
PostgreSQL,q17,2,2026-08-04T04:06:10.299+00:00,2026-08-04T04:06:10.369+00:00,69.66,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
PostgreSQL,q14,2,2026-08-04T04:06:10.370+00:00,2026-08-04T04:06:10.385+00:00,14.53,1,cc146f704c1fe2fd031ef46c782a668650161668ef04b4cb6850fe029f576d66,True,
PostgreSQL,q18,3,2026-08-04T04:06:10.386+00:00,2026-08-04T04:06:10.588+00:00,201.89,5,a453ae8127ad1700722b5a8ff363bc7b3632bb2fa0490cdc74eddcdf156ec65a,True,
PostgreSQL,q19,3,2026-08-04T04:06:10.588+00:00,2026-08-04T04:06:10.596+00:00,7.3,1,3e9305f88a3aef222e9d019af6a2e6f40303e9c9bf11a50d1562324a2d9f9e87,True,
PostgreSQL,q4,3,2026-08-04T04:06:10.596+00:00,2026-08-04T04:06:10.630+00:00,33.85,5,607206b8c5dc00a59ce05f563a151cd1cf956663ca50fa4d396ccb61b6a3503c,True,
PostgreSQL,q13,3,2026-08-04T04:06:10.630+00:00,2026-08-04T04:06:10.709+00:00,77.66,37,42bb5b9d31ec606514a576fd0407ed6d51e63e11a1e1ea05c6039d89c29e8ee2,True,
PostgreSQL,q12,3,2026-08-04T04:06:10.709+00:00,2026-08-04T04:06:10.767+00:00,56.24,2,eff0114ecfe105cd72843038cb84bcc3fac7bf1f70ec22e5b279e9bc5f49021c,True,
PostgreSQL,q6,3,2026-08-04T04:06:10.767+00:00,2026-08-04T04:06:10.807+00:00,39.51,1,2cdce46c156af217b6a76401d58b94624f8493520129e4b1e90830abc0643712,True,
PostgreSQL,q7,3,2026-08-04T04:06:10.807+00:00,2026-08-04T04:06:10.867+00:00,58.82,4,6716e14755d4f5d95a6646ea58876b2b4239017cb84cf14b281ca4bdea3a394b,True,
PostgreSQL,q17,3,2026-08-04T04:06:10.867+00:00,2026-08-04T04:06:10.938+00:00,70.5,1,9a3d1f3f694155da1dc0635e8777f636e07f15f895916bc0328a0fdce877187f,True,
PostgreSQL,q20,3,2026-08-04T04:06:10.938+00:00,2026-08-04T04:06:10.950+00:00,11.55,9,103b073204ade8735df56b98bd5f8d4bcc5117a308cea568948ab9c1ae73f66b,True,
